temperature,humidity,weather
9.47222222222222,0.89,Cold
9.355555555555558,0.86,Cold
9.377777777777778,0.89,Cold
8.28888888888889,0.83,Cold
8.755555555555553,0.83,Cold
9.22222222222222,0.85,Cold
7.733333333333334,0.95,Cold
8.77222222222222,0.89,Cold
9.911111111111111,0.66,Cold
7.155555555555556,0.79,Cold
6.111111111111111,0.82,Cold
6.788888888888888,0.83,Cold
7.26111111111111,0.85,Cold
7.799999999999999,0.83,Cold
9.872222222222224,0.78,Cold
20.04444444444444,0.4,Sunny
21.05,0.4,Sunny
21.18333333333333,0.37,Sunny
20.11666666666666,0.4,Sunny
20.216666666666665,0.36,Sunny
8.633333333333333,0.87,Cold
8.800000000000002,0.99,Cold
8.961111111111112,0.93,Cold
8.199999999999998,0.96,Cold
7.688888888888891,0.96,Cold
7.766666666666664,0.96,Cold
8.199999999999998,0.96,Cold
8.177777777777777,0.93,Cold
7.311111111111109,0.82,Cold
7.644444444444442,0.93,Cold
6.622222222222224,0.93,Cold
6.683333333333334,0.93,Cold
6.0888888888888895,0.93,Cold
6.066666666666667,0.93,Cold
6.144444444444446,0.93,Cold
7.133333333333336,0.8,Cold
7.205555555555555,0.86,Cold
7.566666666666666,0.84,Cold
8.900000000000002,0.77,Cold
9.961111111111112,0.71,Cold
9.888888888888888,0.71,Cold
9.9,0.66,Cold
8.794444444444444,0.71,Cold
7.827777777777779,0.72,Cold
7.855555555555556,0.72,Cold
7.316666666666667,0.75,Cold
7.244444444444444,0.75,Cold
5.438888888888888,0.88,Cold
7.200000000000001,0.76,Cold
6.688888888888888,0.7,Cold
6.211111111111111,0.73,Cold
6.111111111111111,0.76,Cold
6.111111111111111,0.76,Cold
6.172222222222222,0.76,Cold
7.222222222222222,0.71,Cold
7.288888888888888,0.73,Cold
7.405555555555555,0.72,Cold
7.96111111111111,0.7,Cold
8.033333333333335,0.7,Cold
9.07777777777778,0.65,Cold
9.05,0.62,Cold
9.05,0.65,Cold
9.183333333333334,0.65,Cold
9.07222222222222,0.7,Cold
7.983333333333332,0.75,Cold
8.072222222222223,0.75,Cold
7.894444444444446,0.82,Cold
7.311111111111109,0.83,Cold
7.33888888888889,0.84,Cold
6.622222222222224,0.85,Cold
6.066666666666667,0.88,Cold
8.338888888888887,0.88,Cold
5.183333333333333,0.91,Cold
3.722222222222224,0.94,Cold
4.855555555555557,0.93,Cold
5.211111111111112,0.92,Cold
6.255555555555555,0.92,Cold
7.794444444444445,0.87,Cold
9.822222222222225,0.8,Cold
7.138888888888889,0.93,Cold
7.622222222222222,0.89,Cold
7.627777777777775,0.86,Cold
7.044444444444444,0.86,Cold
8.599999999999998,0.84,Cold
9.65,0.84,Cold
8.977777777777776,0.95,Cold
9.983333333333333,0.89,Cold
9.855555555555558,0.85,Cold
9.522222222222222,0.88,Cold
8.405555555555557,0.92,Cold
7.733333333333334,0.96,Cold
6.138888888888888,0.96,Cold
6.472222222222221,0.95,Cold
6.627777777777777,0.96,Cold
8.68888888888889,0.93,Cold
9.555555555555555,0.8,Cold
8.722222222222223,0.93,Cold
9.444444444444445,0.83,Cold
9.888888888888888,0.83,Cold
8.88888888888889,0.89,Cold
9.97777777777778,0.84,Cold
9.377777777777778,0.86,Cold
9.416666666666668,0.9,Cold
9.67222222222222,0.94,Cold
8.15,0.94,Cold
9.43888888888889,0.96,Cold
9.883333333333333,0.96,Cold
9.355555555555558,0.96,Cold
9.86111111111111,0.96,Cold
8.272222222222222,0.99,Cold
8.866666666666667,0.96,Cold
8.816666666666666,0.96,Cold
7.155555555555556,1.0,Cold
8.850000000000001,0.99,Cold
20.07222222222222,0.62,Sunny
20.07222222222222,0.56,Sunny
20.083333333333336,0.58,Sunny
9.355555555555558,0.96,Cold
8.311111111111112,0.96,Cold
8.81111111111111,0.96,Cold
8.733333333333333,0.93,Cold
20.02777777777778,0.6,Sunny
21.03888888888889,0.55,Sunny
20.738888888888887,0.46,Sunny
22.31666666666667,0.48,Sunny
22.11111111111111,0.5,Sunny
22.73333333333333,0.38,Sunny
22.77777777777778,0.37,Sunny
21.216666666666665,0.41,Sunny
20.18333333333333,0.45,Sunny
9.86111111111111,0.96,Cold
8.872222222222222,0.95,Cold
8.672222222222222,0.94,Cold
7.688888888888891,1.0,Cold
21.094444444444445,0.49,Sunny
22.027777777777786,0.49,Sunny
22.82777777777778,0.47,Sunny
22.916666666666668,0.37,Sunny
23.916666666666668,0.37,Sunny
23.911111111111115,0.4,Sunny
23.93333333333333,0.37,Sunny
23.916666666666668,0.32,Sunny
22.82222222222222,0.44,Sunny
